molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value,standard_value_nm,standard_units_standardized,mol_weight,log_p,hbd,hba,tpsa,rotatable_bonds,aromatic_rings,is_valid_molecule,activity_class,is_active,pic50
CHEMBL122065,CCCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,950.0,nM,6.02,1300325.0,[],CHEMBL768957,Inhibitory activity against prostaglandin G/H synthase 2 (COX-2),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1131087,J Med Chem,1998.0,"{""bei"": ""20.81"", ""le"": ""0.39"", ""lle"": ""2.23"", ""sei"": ""15.71""}",,CHEMBL122065,0.0,http://www.openphacts.org/units/Nanomolar,223614.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.95,950.0,nM,289.41900000000004,3.7939000000000034,1,2,38.33,3,1,true,Moderately Active,1,6.0222763947111515
CHEMBL865,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,IC50,183.0,nM,6.74,1832318.5,[],CHEMBL833052,Inhibition of human cyclooxygenase-2 expressed in COS cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1138006,Bioorg Med Chem Lett,2005.0,"{""bei"": ""21.43"", ""le"": ""0.42"", ""lle"": ""3.78"", ""sei"": ""7.82""}",VALDECOXIB,CHEMBL865,0.0,http://www.openphacts.org/units/Nanomolar,542672.5,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,183.0,22.506,nM,314.36600000000004,2.9644200000000005,1,4,86.19,3,3,true,Highly Active,1,7.647701685465633
CHEMBL39013,Cc1nc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)sc1C,IC50,1800.0,nM,,289653.0,[],CHEMBL772071,Inhibition of human Prostaglandin G/H synthase 2 expressed in CHO (chinese hamster ovary) cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1132512,Bioorg Med Chem Lett,1999.0,,,CHEMBL39013,0.0,http://www.openphacts.org/units/Nanomolar,63215.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1.8,1750.0,nM,368.50500000000017,3.4115400000000022,1,6,76.13,4,2,true,Low Activity,0,5.756961951313705
CHEMBL274473,Cc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,IC50,310.0,nM,6.51,344647.0,[],CHEMBL769643,Inhibitory activity against human recombinant Prostaglandin G/H synthase 2 expressed in microsomes taken from baculovirus infected Sf9 cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1128908,Bioorg Med Chem Lett,1997.5,"{""bei"": ""18.73"", ""le"": ""0.39"", ""lle"": ""2.18"", ""sei"": ""13.84""}",,CHEMBL274473,0.0,http://www.openphacts.org/units/Nanomolar,180206.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.31,215.0,nM,347.436,4.328120000000003,0,4,47.03,3,3,true,Moderately Active,1,6.667561540084394
CHEMBL151441,COCCCNC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,IC50,11000.0,nM,4.96,850722.0,[],CHEMBL771918,Inhibition of the human Prostaglandin G/H synthase 2 was determined by thin-layer chromatography assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1135055,Bioorg Med Chem Lett,2002.0,"{""bei"": ""13.50"", ""le"": ""0.28"", ""lle"": ""0.15"", ""sei"": ""9.85""}",,CHEMBL151441,0.0,http://www.openphacts.org/units/Nanomolar,291507.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,11.0,11000.0,nM,367.2760000000002,4.811720000000004,2,3,50.36,7,2,true,Low Activity,0,4.958607314841775
CHEMBL5093769,COc1ccc(CNC(=O)c2ccccc2Nc2ccccc2)cc1,IC50,17430.0,nM,4.76,24357146.0,"[{""comments"": null, ""relation"": ""="", ""result_flag"": 0, ""standard_relation"": ""="", ""standard_text_value"": null, ""standard_type"": ""TIME"", ""standard_units"": ""hr"", ""standard_value"": ""0.2"", ""text_value"": null, ""type"": ""Time"", ""units"": ""min"", ""value"": ""12.0""}]",CHEMBL5033585,Inhibition of human recombinant COX-2 using arachidonic acid as substrate preincubated 10 mins followed by substrate addition and measured after 2 mins by ELISA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL5032522,Eur J Med Chem,2021.0,"{""bei"": ""14.32"", ""le"": ""0.26"", ""lle"": ""0.39"", ""sei"": ""9.45""}",,CHEMBL5093769,0.0,http://www.openphacts.org/units/Nanomolar,3773866.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,17.43,17430.0,nM,332.403,4.368800000000003,2,3,50.36,6,3,true,Low Activity,0,4.758702612890007
CHEMBL96954,COc1ccc2c(c1)c(CC(=O)Oc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,50.0,nM,7.30,546851.0,[],CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1133457,J Med Chem,2000.0,"{""bei"": ""16.79"", ""le"": ""0.32"", ""lle"": ""2.46"", ""sei"": ""10.37""}",,CHEMBL96954,0.0,http://www.openphacts.org/units/Nanomolar,180228.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.05,50.0,nM,434.87900000000013,4.843320000000004,0,6,70.42,5,4,true,Highly Active,1,7.30102999566398
CHEMBL1775102,Fc1ccc(Oc2ccc(OCCN3CCCC3)cc2)cc1,IC50,100000.0,nM,,6190308.0,[],CHEMBL1777070,Inhibition of purified COX2 assessed as formation of oxidized TMPD during reduction og PGG2 to PGH2 preincubated for 15 mins by chromogenic assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1772961,J Med Chem,2011.0,,,CHEMBL1775102,0.0,http://www.openphacts.org/units/Nanomolar,1423325.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,301.36099999999993,4.092600000000003,0,3,21.700000000000003,6,2,true,Low Activity,0,3.999999999999999
CHEMBL2386352,COc1ccc2c(c1)c(CC(=O)O)c(C(F)(F)F)n2C(=O)c1ccc(Cl)cc1,IC50,150.0,nM,6.82,13325784.0,[],CHEMBL2389370,Inhibition of COX2 in human HNSCC1483 cells using [1-14C]-arachidonic acid as substrate assessed as inhibition of substrate oxygenation preincubated for 30 mins followed by substrate addition measured after 20 mins by thin layer chromatographic analysis,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL2384982,ACS Med Chem Lett,2013.0,"{""bei"": ""16.57"", ""le"": ""0.33"", ""lle"": ""2.18"", ""sei"": ""9.96""}",,CHEMBL2386352,0.0,http://www.openphacts.org/units/Nanomolar,1896707.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.15,269.0,nM,411.76300000000003,4.637700000000002,1,4,68.53,4,3,true,Moderately Active,1,6.5702477199975915
CHEMBL595153,CSc1ccc(C2=C(c3ccc(O)cc3)C(=O)NC2=O)cc1,IC50,21010.0,nM,4.68,3084777.0,[],CHEMBL1069867,Inhibition of COX2 assessed as PGF2alpha level by EIA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1153214,Bioorg Med Chem Lett,2010.0,"{""bei"": ""15.02"", ""le"": ""0.29"", ""lle"": ""2.00"", ""sei"": ""7.04""}",,CHEMBL595153,0.0,http://www.openphacts.org/units/Nanomolar,872563.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,21.01,21010.0,nM,311.362,2.6813000000000002,2,4,66.4,3,2,true,Low Activity,0,4.6775739475940465
CHEMBL184341,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,IC50,5.012,nM,8.30,1450415.0,[],CHEMBL827656,Binding affinity for Prostaglandin G/H synthase 2 (COX-2),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1138688,Bioorg Med Chem Lett,2004.0,"{""bei"": ""21.31"", ""le"": ""0.42"", ""lle"": ""4.04"", ""sei"": ""11.96""}",,CHEMBL184341,0.0,http://www.openphacts.org/units/Nanomolar,374966.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,-Log IC50,,UO_0000065,8.3,5.012,nM,389.42300000000006,4.263220000000002,1,3,69.39,4,3,true,Highly Active,1,8.299988937677886
CHEMBL4862389,Cc1ccc2nc(O)c(/C=N/n3c(=S)[nH]nc(Cc4cccs4)c3=O)cc2c1,IC50,110.0,nM,6.96,23208128.0,"[{""comments"": null, ""relation"": ""="", ""result_flag"": 0, ""standard_relation"": ""="", ""standard_text_value"": null, ""standard_type"": ""TIME"", ""standard_units"": ""hr"", ""standard_value"": ""0.08333"", ""text_value"": null, ""type"": ""Time"", ""units"": ""min"", ""value"": ""5.0""}]",CHEMBL4822089,Inhibition of human recombinant COX-2 using arachidonic acid as substrate preincubated with enzyme for 5 mins followed by substrate addition by colorimetric analysis,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4819098,Eur J Med Chem,2021.0,"{""bei"": ""16.99"", ""le"": ""0.34"", ""lle"": ""3.56"", ""sei"": ""7.24""}",,CHEMBL4862389,0.0,http://www.openphacts.org/units/Nanomolar,3609460.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.11,110.0,nM,409.4960000000002,3.397610000000001,2,8,96.16,4,4,true,Moderately Active,1,6.958607314841775
CHEMBL3264690,CCc1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1,IC50,3800.0,nM,5.42,14660928.0,[],CHEMBL3269085,Inhibition of COX-2 (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3259784,Eur J Med Chem,2014.0,"{""bei"": ""16.11"", ""le"": ""0.31"", ""lle"": ""1.16"", ""sei"": ""9.55""}",,CHEMBL3264690,0.0,http://www.openphacts.org/units/Nanomolar,2103974.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,3.8,3800.0,nM,336.4200000000001,4.263200000000004,0,6,56.74,5,4,true,Low Activity,0,5.42021640338319
CHEMBL349518,Cc1cc(-c2ccccc2)n(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,10000.0,nM,,582593.0,[],CHEMBL769657,The compound was evaluated for its inhibitory activity against Prostaglandin G/H synthase 2 using osteosarcomes cells,B,BAO_0000190,BAO_0000019,assay format,CHEMBL1135226,Bioorg Med Chem Lett,2002.0,,,CHEMBL349518,0.0,http://www.openphacts.org/units/Nanomolar,325422.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,10.0,10000.0,nM,312.39400000000006,3.251220000000001,0,4,51.96,3,3,true,Low Activity,0,5.0
CHEMBL257677,CS(=O)(=O)c1ccc(-c2nc(Cl)cc(NCc3ccc(F)cc3)n2)cc1,IC50,33.7,nM,7.47,12415574.0,[],CHEMBL3062548,Inhibition of COX2 in Homo sapiens (human) whole blood,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3046334,Med Chem Res,2012.0,"{""bei"": ""19.07"", ""le"": ""0.39"", ""lle"": ""3.52"", ""sei"": ""10.39""}",,CHEMBL257677,0.0,http://www.openphacts.org/units/Nanomolar,1793933.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,33.7,33.7,nM,391.8550000000001,3.9517000000000024,1,5,71.95,5,3,true,Highly Active,1,7.472370099128661
CHEMBL1667876,Nc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,IC50,1820.0,nM,5.74,5201437.0,[],CHEMBL1671271,Inhibition of human COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1667779,Bioorg Med Chem Lett,2011.0,"{""bei"": ""15.52"", ""le"": ""0.31"", ""lle"": ""1.36"", ""sei"": ""7.91""}",,CHEMBL1667876,0.0,http://www.openphacts.org/units/Nanomolar,1328899.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1.82,1820.0,nM,369.72600000000006,4.380500000000001,2,3,72.55,2,2,true,Low Activity,0,5.739928612014925
CHEMBL269818,Cc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)s1,IC50,85471239.08,nM,,12415605.0,[],CHEMBL3062548,Inhibition of COX2 in Homo sapiens (human) whole blood,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3046334,Med Chem Res,2012.0,,,CHEMBL269818,0.0,http://www.openphacts.org/units/Nanomolar,1794456.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,pIC50,,UO_0000065,1.06818,11.7,nM,427.47300000000007,4.547920000000003,1,6,71.95,5,3,true,Highly Active,1,7.931814138253837
CHEMBL2337407,Cc1c(CCOCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,IC50,27.0,nM,7.57,17713299.0,[],CHEMBL3887378,"In Vitro Inhibition Assay: The murine monocyte/macrophage cell line J774 is grown in Dulbecco's modified Eagle's medium (DMEM), enriched with glutamine (2 mM), HEPES (25 mM), penicillin (100 ug/mL), streptomycin (100 ug/mL), 10% of fetal bovine serum (FBS) and 1.2% of sodium pyruvate. The cells are distributed in 24-well plates at a density of 2.5x105 cells/mL or in culture dishes with a diameter of 10 cm (1x107 cells/10 mL/dish) and kept for 2 hours at 37° C. in a CO2 (5%)/O2 (95%) atmosphere. Just before the experiments, the culture medium is replaced with fresh medium without FBS to avoid interference during the radio-immunological phase and the cells are stimulated as described below.Evaluation of COX-1 Activity.The cells are pretreated with the test compounds for 15 minutes and then incubated for 30 minutes with arachidonic acid (15x10-6 m). At the end of incubation the supernatants are collected for evaluating, by means of radio-immunological assays, the amount of PGE2 produced.",B,BAO_0000190,BAO_0000019,assay format,CHEMBL3886295,,2015.0,"{""bei"": ""18.94"", ""le"": ""0.37"", ""lle"": ""4.16"", ""sei"": ""11.04""}",,CHEMBL2337407,0.0,http://www.openphacts.org/units/Nanomolar,2843868.0,=,37.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,27.0,27.0,nM,399.5120000000001,3.4076200000000023,1,5,68.53,8,3,true,Highly Active,1,7.568636235841011
CHEMBL3127307,COc1c(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)cc2occc12,IC50,7000.0,nM,5.16,13944529.0,[],CHEMBL3128455,Inhibition of human recombinant COX2 using arachidonic acid as substrate incubated for 10 mins prior to substrate addition measured after 2 mins by enzyme immunoassay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3124807,Eur J Med Chem,2014.0,"{""bei"": ""11.37"", ""le"": ""0.23"", ""lle"": ""1.48"", ""sei"": ""4.28""}",,CHEMBL3127307,0.0,http://www.openphacts.org/units/Nanomolar,1973345.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,7.0,7000.0,nM,453.3980000000002,3.6659000000000006,2,7,120.58000000000001,4,4,true,Low Activity,0,5.154901959985742
CHEMBL3098648,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc(Cl)cc1,IC50,69.0,nM,7.16,18887588.0,[],CHEMBL4313651,Inhibition of human recombinant COX-2 by EIA method,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4311968,Eur J Med Chem,2019.0,"{""bei"": ""19.16"", ""le"": ""0.39"", ""lle"": ""4.13"", ""sei"": ""7.68""}",,CHEMBL3098648,0.0,http://www.openphacts.org/units/Nanomolar,3151477.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.069,69.0,nM,373.82500000000016,3.027400000000001,1,7,93.27,6,3,true,Highly Active,1,7.1611509092627434
CHEMBL433287,CONC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,IC50,55000.0,nM,4.26,864417.0,[],CHEMBL771918,Inhibition of the human Prostaglandin G/H synthase 2 was determined by thin-layer chromatography assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1135055,Bioorg Med Chem Lett,2002.0,"{""bei"": ""13.10"", ""le"": ""0.28"", ""lle"": ""-0.08"", ""sei"": ""8.46""}",,CHEMBL433287,0.0,http://www.openphacts.org/units/Nanomolar,291506.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,55.0,55000.0,nM,325.19500000000005,4.336620000000003,2,3,50.36,4,2,true,Low Activity,0,4.259637310505756
CHEMBL358122,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)c(CO)c2)cc1,IC50,3200.0,nM,5.50,430062.0,[],CHEMBL768964,Inhibitory activity against human Prostaglandin G/H synthase 2 expressed in sf-9 cells infected with baculovirus,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1147406,Bioorg Med Chem Lett,2004.0,"{""bei"": ""12.89"", ""le"": ""0.26"", ""lle"": ""2.03"", ""sei"": ""6.75""}",,CHEMBL358122,0.0,http://www.openphacts.org/units/Nanomolar,287012.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,3.2,3200.0,nM,426.41600000000017,3.462500000000002,1,6,81.42,5,3,true,Low Activity,0,5.494850021680094
CHEMBL4790291,C/C(=N\NC(N)=S)c1nnn(-c2ccc(F)cc2)c1C,IC50,70.0,nM,7.16,22971852.0,[],CHEMBL4770893,Inhibition of human recombinant COX2 by colorimetric analysis,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4765344,Eur J Med Chem,2020.0,"{""bei"": ""24.47"", ""le"": ""0.49"", ""lle"": ""5.88"", ""sei"": ""8.82""}",,CHEMBL4790291,0.0,http://www.openphacts.org/units/Nanomolar,3567310.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.07,70.0,nM,292.3430000000001,1.27202,2,5,81.12,3,2,true,Highly Active,1,7.154901959985742
CHEMBL1682232,CS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(F)cc2)cc1,IC50,2700.0,nM,5.57,5249508.0,[],CHEMBL1686812,Inhibition of human recombinant COX-2 by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1681719,Bioorg Med Chem Lett,2011.0,"{""bei"": ""17.49"", ""le"": ""0.35"", ""lle"": ""3.70"", ""sei"": ""7.16""}",,CHEMBL1682232,0.0,http://www.openphacts.org/units/Nanomolar,1333294.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,2.7,2700.0,nM,318.333,1.8719,0,6,77.74000000000001,3,3,true,Low Activity,0,5.568636235841012
CHEMBL108802,CC1(C)OC(=O)C(Cc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,IC50,2600.0,nM,5.58,900905.5,[],CHEMBL665720,In vitro inhibitory potency against human COX-2 (HWB COX-2) by whole blood assay,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1132677,Bioorg Med Chem Lett,1999.0,"{""bei"": ""15.67"", ""le"": ""0.31"", ""lle"": ""2.17"", ""sei"": ""9.24""}",,CHEMBL108802,0.0,http://www.openphacts.org/units/Nanomolar,203405.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,2.6,1450.0,nM,356.4430000000001,3.421800000000002,0,4,60.440000000000005,4,2,true,Low Activity,0,5.838631997765025
CHEMBL4530289,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCN3CCOCC3)cc2-c2ccc(Cl)cc2)cc1,IC50,250.0,nM,6.60,19019461.0,[],CHEMBL4347182,Inhibition of COX2 (unknown origin) using arachidonic acid as substrate incubated for 10 mins by Ellman's reagent based COX-1/COX-2 ELISA assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4346661,Eur J Med Chem,2019.0,"{""bei"": ""13.45"", ""le"": ""0.27"", ""lle"": ""4.27"", ""sei"": ""5.65""}",,CHEMBL4530289,0.0,http://www.openphacts.org/units/Nanomolar,3173523.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.25,250.0,nM,490.9690000000003,2.3291000000000004,1,8,116.75000000000001,7,3,true,Moderately Active,1,6.602059991327962
CHEMBL24798,CCC(C)[C@@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,IC50,110.0,nM,6.96,1197083.0,[],CHEMBL769646,Inhibitory concentration against human prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1135305,Bioorg Med Chem Lett,2002.0,"{""bei"": ""15.23"", ""le"": ""0.30"", ""lle"": ""2.59"", ""sei"": ""8.64""}",,CHEMBL24798,0.0,http://www.openphacts.org/units/Nanomolar,36320.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.11,110.0,nM,456.97000000000014,4.365920000000004,2,5,80.56,8,3,true,Moderately Active,1,6.958607314841775
CHEMBL155806,COc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2CCC(NOC(C)=O)C3)cc1,IC50,10000.0,nM,,120625.0,[],CHEMBL768959,Inhibitory activity against human prostaglandin G/H synthase 2 in ECV-304 cells measured by the presence of PGE-2,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1133431,Bioorg Med Chem Lett,2000.0,,,CHEMBL155806,0.0,http://www.openphacts.org/units/Nanomolar,305357.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,10.0,10000.0,nM,411.88900000000024,4.126300000000002,1,6,65.38,5,3,true,Low Activity,0,5.0
CHEMBL417170,Cc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,IC50,30.0,nM,7.52,291510.0,[],CHEMBL762906,Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1130039,J Med Chem,1999.0,"{""bei"": ""18.84"", ""le"": ""0.38"", ""lle"": ""3.87"", ""sei"": ""9.65""}",,CHEMBL417170,0.0,http://www.openphacts.org/units/Nanomolar,138837.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.03,30.1,nM,399.3690000000001,3.6530200000000024,1,4,77.98,3,3,true,Highly Active,1,7.521433504406155
CHEMBL3264704,Clc1ncccc1-n1cc(CSc2nc3ccccc3o2)nn1,IC50,5030.0,nM,5.30,14661557.0,[],CHEMBL3269085,Inhibition of COX-2 (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3259784,Eur J Med Chem,2014.0,"{""bei"": ""15.41"", ""le"": ""0.31"", ""lle"": ""1.55"", ""sei"": ""7.61""}",,CHEMBL3264704,0.0,http://www.openphacts.org/units/Nanomolar,2103988.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,5.03,5030.0,nM,343.79900000000004,3.749200000000002,0,7,69.63,4,4,true,Low Activity,0,5.298432014944073
CHEMBL349564,CS(=O)(=O)c1ccc(-c2cnn(Cc3cccs3)c(=O)c2-c2ccc(F)cc2)cc1,IC50,410.0,nM,,228149.5,[],CHEMBL762902,In vitro inhibitory activity against prostaglandin G/H synthase 2 stably transfected in Human whole blood (HWB) cell,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1136575,Bioorg Med Chem Lett,2003.0,,,CHEMBL349564,0.0,http://www.openphacts.org/units/Nanomolar,304889.0,<,1.0,1.0,<,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.41,230.0,nM,440.52100000000013,4.229700000000003,0,6,69.03,5,4,true,Moderately Active,1,6.638272163982406
CHEMBL1917098,CC(C)c1ccc(S2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc32)cc1,IC50,730.0,nM,6.14,7931244.0,[],CHEMBL1917972,Inhibition of human recombinant COX2 expressed in Sf21 cells assessed as conversion of arachidonic acid to PGE2 preincubated for 15 mins measured after 5 mins by enzyme immunoassay,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1914427,Bioorg Med Chem,2011.0,"{""bei"": ""17.51"", ""le"": ""0.36"", ""lle"": ""2.50"", ""sei"": ""6.85""}",,CHEMBL1917098,0.0,http://www.openphacts.org/units/Nanomolar,1559640.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.73,730.0,nM,350.42100000000005,3.640400000000003,0,4,89.64,3,2,true,Moderately Active,1,6.136677139879543
CHEMBL499347,NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(F)cc2)cc1,IC50,5.15,nM,8.29,2234807.5,[],CHEMBL997791,Inhibition of COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1156674,Eur J Med Chem,2008.0,"{""bei"": ""22.62"", ""le"": ""0.44"", ""lle"": ""4.00"", ""sei"": ""10.91""}",,CHEMBL499347,0.0,http://www.openphacts.org/units/Nanomolar,796206.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,5.15,5.151,nM,366.41700000000003,4.288400000000002,2,2,75.95,3,4,true,Highly Active,1,8.28810845011942
CHEMBL4761793,Nc1cc(-c2ccco2)nn1-c1ccc(Cl)cc1,IC50,100000.0,nM,,22817235.0,[],CHEMBL4715099,Inhibition of recombinant human COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4706749,ACS Med Chem Lett,2021.0,,,CHEMBL4761793,0.0,http://www.openphacts.org/units/Nanomolar,3544163.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,259.69599999999997,3.3679000000000014,1,4,56.98,2,3,true,Low Activity,0,3.999999999999999
